date,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
2018-08-03,gun,34.0,Black,Pine Bluff,Arkansas,False,attack,Not fleeing,False,-92.031,34.246
2018-08-03,gun,49.0,White,Trumann,Arkansas,True,attack,Not fleeing,False,-112.152,-112.152
2018-08-03,gun,31.0,White,Deer Park,Washington,True,attack,Not fleeing,False,-117.459,47.997
2018-08-03,Taser,29.0,Hispanic,Seville,Florida,True,other,Not fleeing,True,-81.493,29.316
2018-08-04,gun,33.0,White,Liberty,Missouri,True,attack,Not fleeing,False,-94.439,39.234
2018-08-04,gun,38.0,White,Delray Beach,Florida,True,other,Not fleeing,False,-80.101,26.451
2018-08-04,gun,28.0,NG,Las Vegas,Nevada,False,attack,Not fleeing,True,-115.159,36.147
2018-08-05,gun,43.0,Not Hispanic,St. Paul,Minnesota,False,other,Not fleeing,True,-93.138,44.952
2018-08-05,gun,58.0,NG,Hesperia,California,False,other,Not fleeing,False,-117.351,34.421
2018-08-05,deadly blunt objects,29.0,White,Las Cruces,New Mexico,True,attack,Not fleeing,False,-106.768,32.339
2018-08-05,gun,68.0,White,Van Buren,Arkansas,False,attack,Not fleeing,False,-94.368,35.472
2018-08-06,knife,62.0,Black,Las Vegas,Nevada,True,attack,Not fleeing,True,-115.17,36.183
2018-08-06,deadly blunt objects,39.0,Black,Atlanta,Georgia,False,attack,Not fleeing,False,-84.449,33.807
2018-08-06,gun,59.0,Black,Philadelphia,Pennsylvania,False,attack,Not fleeing,False,-75.164,40.025
2018-08-07,gun,24.0,White,Monroe County,Indiana,False,attack,Not fleeing,True,-86.606,39.108
2018-08-07,gun,70.0,Hispanic,Los Angeles,California,False,other,NG,False,-118.257,34.009
2018-08-07,gun,42.0,Hispanic,Salt River Reservation,Arizona,False,other,Other,False,-111.767,33.517
2018-08-07,vehicle,26.0,White,Shreveport,Louisiana,False,other,Car,False,-93.746,32.492
2018-08-08,vehicle,24.0,White,Carthage,Tennessee,False,attack,Not fleeing,False,-85.95,36.263
2018-08-08,miscellaneous non-lethal objects,48.0,Black,San Diego,California,False,attack,Not fleeing,False,-117.108,32.694
2018-08-08,knife,30.0,NG,Las Vegas,Nevada,True,attack,Not fleeing,True,-115.054,36.102
2018-08-08,knife,54.0,Black,Omaha,Nebraska,False,attack,Not fleeing,False,-95.94,41.272
2018-08-09,gun,48.0,Black,Philadelphia,Pennsylvania,False,attack,Foot,False,-75.179,39.927
2018-08-09,gun,37.0,White,Durham,North Carolina,True,attack,Not fleeing,True,-78.995,35.955
2018-08-09,gun,40.0,Black,Landover,Maryland,False,other,Foot,False,-76.871,38.913
2018-08-09,gun,28.0,Black,Columbus,Ohio,False,attack,Foot,False,-82.999,40.065
2018-08-10,gun,43.0,White,Denham Springs,Louisiana,False,attack,NG,False,-90.929,30.591
2018-08-11,gun,49.0,NG,Akron,Ohio,True,attack,Foot,False,-81.569,41.033
2018-08-12,knife,35.0,White,Hawkins,Wisconsin,True,other,Not fleeing,False,-90.72,45.509
2018-08-12,gun,21.0,Hispanic,Los Angeles,California,False,attack,Foot,False,-118.162,34.044
2018-08-12,gun,40.0,Black,Waynesboro,Virginia,False,attack,Car,False,-78.889,38.068
2018-08-13,gun,32.0,Black,Oklahoma City,Oklahoma,False,attack,Foot,False,-97.601,35.435
2018-08-13,gun,48.0,Black,Milwaukee,Wisconsin,True,other,Not fleeing,True,-87.924,43.021
2018-08-13,gun,32.0,Black,Richton Park,Illinois,False,attack,Foot,True,-87.701,41.481
2018-08-13,gun,31.0,White,Creston,Iowa,True,other,Not fleeing,False,-94.386,41.053
2018-08-14,gun,35.0,Hispanic,Fresno,California,True,attack,Not fleeing,True,-119.736,36.739
2018-08-16,gun,58.0,White,Olustee,Florida,False,attack,Not fleeing,False,-82.429,30.204
2018-08-16,knife,30.0,Black,Wasilla,Alaska,False,attack,Not fleeing,False,-149.439,61.581
2018-08-17,gun,21.0,Black,Austin,Texas,False,attack,NG,False,-97.743,30.268
2018-08-18,gun,15.0,Hispanic,Ceres,California,False,other,Other,True,-120.801,37.58
2018-08-18,knife,30.0,White,Los Angeles,California,False,other,Not fleeing,False,-118.401,34.015
2018-08-18,gun,28.0,Hispanic,Phoenix,Arizona,False,other,Foot,False,-112.091,33.392
2018-08-19,toy gun,21.0,Black,Bakersfield,California,False,other,Not fleeing,False,-119.053,35.329
2018-08-19,gun,42.0,NG,Spokane,Washington,True,attack,Not fleeing,False,-117.218,47.694
2018-08-19,gun,33.0,Black,Atlanta,Georgia,False,attack,Not fleeing,False,-84.408,33.727
2018-08-19,gun,35.0,White,Great Falls,Montana,False,other,Not fleeing,False,-111.241,47.514
2018-08-20,vehicle,36.0,Black,Philadelphia,Pennsylvania,False,attack,Car,False,-75.041,40.032
2018-08-20,gun,38.0,White,Gonic,New Hampshire,False,attack,Not fleeing,False,-70.982,43.276
2018-08-23,vehicle,34.0,Hispanic,Los Lunas,New Mexico,False,other,Not fleeing,False,-106.648,34.737
2018-08-23,sharp object,23.0,White,Columbus,Ohio,False,attack,Not fleeing,False,-82.999,39.961
2018-08-24,miscellaneous lethal weapons,44.0,White,Enoree,South Carolina,True,attack,Not fleeing,False,-81.836,34.693
2018-08-24,toy gun,20.0,Black,Cincinnati,Ohio,False,attack,Not fleeing,True,-84.484,39.127
2018-08-24,knife,41.0,Hispanic,Bakersfield,California,False,other,NG,False,-119.088,35.445
2018-08-25,gun,18.0,White,Montgomery County,Virginia,True,other,Not fleeing,False,-80.512,37.152
2018-08-25,gun,29.0,White,Manchester Township,Pennsylvania,False,attack,Not fleeing,False,-76.734,39.984
2018-08-25,gun,37.0,White,Alamosa,Colorado,False,attack,Car,False,-105.87,37.469
2018-08-26,gun,41.0,White,Blacksburg,South Carolina,True,attack,Not fleeing,False,-81.525,35.066
2018-08-27,gun,25.0,White,Phoenix,Arizona,False,attack,Car,False,-112.143,33.46
2018-08-27,gun,20.0,White,Phoenix,Arizona,False,attack,Not fleeing,False,-112.134,33.64
2018-08-27,knife,34.0,White,Redding,California,True,other,Not fleeing,False,-122.353,40.571
2018-08-28,unknown weapon,37.0,Hispanic,Tarboro,North Carolina,False,other,Not fleeing,False,-77.572,35.927
2018-08-28,gun,18.0,White,Redlands,California,True,attack,Not fleeing,False,-117.116,34.023
2018-08-29,gun,72.0,White,Washington Court House,Ohio,False,other,Not fleeing,False,-83.335,39.671
2018-08-29,vehicle,17.0,Black,Houston,Texas,False,attack,Car,False,-95.271,29.784
2018-08-30,gun,45.0,White,Beverly Hills,Florida,False,attack,Not fleeing,False,-82.536,28.948
2018-08-30,toy gun,49.0,Hispanic,Pasadena,California,True,other,Not fleeing,True,-118.153,34.114
2018-08-31,gun,64.0,White,Floral City,Florida,True,attack,Not fleeing,False,-82.242,28.78
2018-08-31,knife,36.0,White,Fairview,Tennessee,True,other,Not fleeing,False,-88.666,35.427
2018-08-31,gun,61.0,White,Sedalia,Colorado,False,attack,Not fleeing,True,-104.959,39.438
2018-09-01,vehicle,24.0,Black,Arlington,Texas,False,attack,Car,False,-97.149,32.7
2018-09-03,gun,70.0,Hispanic,Bernalillo,New Mexico,False,other,NG,False,-106.544,35.318
2018-09-03,knife,40.0,White,Cheney,Washington,True,other,Not fleeing,False,-117.582,47.483
2018-09-04,knife,27.0,White,Westminster,Colorado,False,attack,Not fleeing,False,-105.03,39.872
2018-09-05,unarmed,23.0,Black,Hollywood,Florida,False,other,Not fleeing,False,-80.201,25.998
2018-09-05,NG,33.0,White,Morris,Alabama,False,other,Car,False,-86.807,33.749
2018-09-05,gun,45.0,White,Jonesville,North Carolina,False,attack,Not fleeing,False,-80.832,36.212
2018-09-06,toy gun,19.0,Black,Sacramento,California,False,attack,Foot,False,-121.492,38.562
2018-09-07,gun,28.0,Black,Pawtucket,Rhode Island,False,attack,NG,False,-71.354,41.878
2018-09-08,gun,63.0,White,Citronelle,Alabama,False,attack,Not fleeing,False,-88.29,31.066
2018-09-09,gun,35.0,Black,Greenville,North Carolina,False,attack,Not fleeing,False,-77.371,35.611
2018-09-09,knife,43.0,NG,Stanwood,Washington,False,other,Not fleeing,False,-122.341,48.242
2018-09-09,gun,39.0,Black,Missouri City,Texas,False,other,Not fleeing,False,-95.565,29.596
2018-09-10,gun,53.0,NG,Tucson,Arizona,True,other,Not fleeing,False,-110.968,32.178
2018-09-11,gun,57.0,White,Georgetown,Kentucky,False,attack,NG,False,-84.535,38.216
2018-09-12,gun,32.0,Hispanic,Buffalo,New York,False,attack,Not fleeing,True,-78.892,42.908
2018-09-12,gun,38.0,Black,Gary,Indiana,False,attack,Not fleeing,False,-87.288,41.599
2018-09-13,sharp object,36.0,American Native,Henderson,Nevada,False,attack,Not fleeing,True,-115.056,36.076
2018-09-14,gun,46.0,Black,Detroit,Michigan,False,attack,Not fleeing,True,-83.236,42.362
2018-09-14,gun,31.0,White,Cumming,Georgia,False,attack,Not fleeing,False,-84.091,34.221
2018-09-14,gun,40.0,White,Mesa,Arizona,True,attack,Not fleeing,False,-111.672,33.415
2018-09-15,gun,31.0,White,Ankeny,Iowa,False,attack,Not fleeing,True,-93.624,41.703
2018-09-15,knife,50.0,White,Jacksonville,Arkansas,False,attack,Not fleeing,True,-92.097,34.855
2018-09-16,gun,29.0,Hispanic,Lancaster,Pennsylvania,False,attack,Not fleeing,False,-76.297,40.036
2018-09-16,gun,40.0,NG,Walla Walla,Washington,True,other,Not fleeing,False,-118.369,46.049
2018-09-16,unknown weapon,25.0,White,Manitowoc,Wisconsin,False,other,Not fleeing,False,-87.691,44.081
2018-09-16,gun,31.0,Black,Shreveport,Louisiana,False,attack,Not fleeing,False,-93.793,32.485
2018-09-17,gun,23.0,Hispanic,Temple Hills,Maryland,False,other,Foot,False,-76.952,38.804
2018-09-17,knife,54.0,White,Maspeth,New York,True,attack,Not fleeing,True,-73.896,40.734
2018-09-17,vehicle,44.0,White,Christian County,Kentucky,False,attack,Car,False,-87.314,37.009
2018-09-18,gun,43.0,White,Virginia Beach,Virginia,False,attack,Foot,False,-75.981,36.863
2018-09-18,knife,37.0,White,Marysville,Washington,True,attack,Not fleeing,False,-122.154,48.114
2018-09-19,gun,35.0,NG,Middleton,Wisconsin,True,attack,NG,True,-112.152,-112.152
2018-09-19,gun,39.0,Hispanic,Los Angeles,California,False,attack,Car,False,-112.152,-112.152
2018-09-19,unarmed,18.0,Hispanic,Los Angeles,California,False,other,Car,False,-112.152,-112.152
2018-09-20,gun,55.0,White,Honolulu,Hawaii,False,attack,Not fleeing,False,-157.828,21.278
2018-09-20,gun,40.0,Hispanic,Miami,Florida,False,attack,Car,False,-80.312,25.777
2018-09-20,gun,28.0,NG,Longmont,Colorado,False,other,NG,False,-112.152,-112.152
2018-09-22,gun,26.0,White,Henderson,Nevada,False,attack,Foot,True,-115.029,36.046
2018-09-23,gun,29.0,Black,Baltimore,Maryland,False,attack,Not fleeing,True,-76.63,39.291
2018-09-23,knife,36.0,NG,Oak Harbor,Washington,False,other,NG,False,-112.152,-112.152
2018-09-24,sharp object,29.0,White,Williamsburg,Kentucky,False,attack,Not fleeing,False,-84.115,36.636
2018-09-24,vehicle,44.0,NG,Stead,Nevada,True,other,Not fleeing,True,-112.152,-112.152
2018-09-24,gun,42.0,Hispanic,East Los Angeles,California,False,attack,Not fleeing,False,-118.187,34.048
2018-09-24,gun,20.0,White,Peoria,Arizona,False,attack,Not fleeing,False,-112.229,33.581
2018-09-25,gun,34.0,Black,Orlando,Florida,False,other,Not fleeing,False,-81.412,28.493
2018-09-25,knife,41.0,Hispanic,Stanfordville,New York,False,other,Not fleeing,False,-73.714,41.867
2018-09-26,vehicle,29.0,Black,Newark,New Jersey,False,attack,Car,False,-74.209,40.707
2018-09-27,gun,19.0,White,Enid,Oklahoma,False,attack,Car,False,-97.878,36.396
2018-09-27,gun,32.0,Hispanic,Las Cruces,New Mexico,False,other,Foot,False,-106.763,32.295
2018-09-27,vehicle,23.0,White,Hammond,Louisiana,False,other,Not fleeing,True,-90.462,30.504
2018-09-27,gun,41.0,Black,Palatka,Florida,False,other,Not fleeing,False,-81.67,29.648
2018-09-27,knife,37.0,Hispanic,Honolulu,Hawaii,False,other,Not fleeing,False,-157.878,21.324
2018-09-28,gun,24.0,White,Johns Island,South Carolina,False,attack,Not fleeing,False,-80.122,32.742
2018-09-29,NG,54.0,Not Hispanic,Okmulgee,Oklahoma,False,other,Car,False,-95.983,35.633
2018-09-29,miscellaneous lethal weapons,58.0,White,Nampa,Idaho,True,attack,NG,False,-116.575,43.585
2018-09-29,gun,40.0,White,Epping,New Hampshire,False,other,Not fleeing,False,-71.08,43.028
2018-09-30,gun,27.0,Black,Portland,Oregon,False,attack,NG,False,-122.674,45.52
2018-09-30,sharp object,40.0,White,Greenback,Tennessee,True,other,Not fleeing,False,-84.06,35.603
2018-10-01,knife,23.0,White,Hastings,Minnesota,False,attack,Foot,True,-92.859,44.731
2018-10-01,unarmed,33.0,White,Orlando,Florida,True,other,Not fleeing,False,-81.377,28.526
2018-10-01,gun,29.0,NG,Houston,Texas,False,other,NG,False,-112.152,-112.152
2018-10-02,gun,26.0,White,Mableton,Georgia,True,attack,Not fleeing,False,-84.563,33.808
2018-10-02,vehicle,36.0,Black,Victorville,California,False,attack,Not fleeing,False,-117.307,34.522
2018-10-03,gun,38.0,Black,Bartlett,Tennessee,True,attack,Not fleeing,False,-89.887,35.206
2018-10-04,knife,25.0,White,Greenville,Mississippi,False,attack,NG,False,-91.082,33.341
2018-10-04,gun,45.0,NG,Scarbo,West Virginia,False,attack,Not fleeing,False,-81.271,37.98
2018-10-05,gun,35.0,NG,Hayti,Missouri,False,attack,Not fleeing,False,-112.152,-112.152
2018-10-05,gun,31.0,Black,Nashville,Tennessee,False,attack,Not fleeing,False,-86.823,36.199
2018-10-05,gun,48.0,White,Klamath Falls,Oregon,False,attack,Foot,False,-121.919,42.518
2018-10-05,knife,43.0,Not Hispanic,Chinle,Arizona,False,other,Not fleeing,False,-112.152,-112.152
2018-10-07,sharp object,51.0,American Native,Honolulu,Hawaii,True,attack,Not fleeing,True,-157.857,21.305
2018-10-07,toy gun,36.0,White,Auburn,California,True,attack,Not fleeing,False,-121.107,38.938
2018-10-07,gun,39.0,White,Lawtey,Florida,True,attack,Not fleeing,False,-82.116,30.028
2018-10-08,sharp object,22.0,Hispanic,Clovis,New Mexico,False,other,Foot,False,-103.196,34.392
2018-10-08,gun,24.0,White,Okarche,Oklahoma,False,other,Car,False,-97.977,35.726
2018-10-08,vehicle,36.0,White,Oak Ridge,Tennessee,False,attack,Car,False,-84.218,36.025
2018-10-08,gun,25.0,White,Larimer County,Colorado,False,other,Car,False,-112.152,-112.152
2018-10-10,knife,30.0,White,Portland,Oregon,False,other,Not fleeing,False,-122.578,45.468
2018-10-10,gun,76.0,White,El Paso,Texas,False,attack,Not fleeing,False,-106.326,31.783
2018-10-10,gun,39.0,Black,Rochester,New York,False,attack,Car,False,-77.58,43.173
2018-10-10,knife,26.0,White,Thousand Oaks,California,True,other,Not fleeing,True,-112.152,-112.152
2018-10-10,gun,49.0,White,Sullivan,Indiana,False,attack,Not fleeing,False,-87.427,39.101
2018-10-10,gun,21.0,White,Las Vegas,Nevada,True,attack,Foot,True,-115.244,36.015
2018-10-10,gun,31.0,Black,Milwaukee,Wisconsin,False,attack,Not fleeing,True,-88.038,43.134
2018-10-11,gun,35.0,NG,Huntington Beach,California,False,other,Car,False,-118.003,33.667
2018-10-11,knife,22.0,Black,West Jordan,Utah,False,other,NG,False,-111.985,40.624
2018-10-11,NG,26.0,White,Panama City,Florida,False,attack,Foot,False,-112.152,-112.152
2018-10-12,gun,34.0,NG,Cobb County,Georgia,False,attack,NG,False,-84.451,33.895
2018-10-12,knife,27.0,Black,Fort Smith,Arkansas,False,other,Not fleeing,False,-94.374,35.407
2018-10-12,vehicle,26.0,NG,Puna,Hawaii,False,attack,Not fleeing,False,-154.873,19.551
2018-10-12,gun,84.0,White,Chandler,Arizona,True,attack,Not fleeing,False,-111.859,33.335
2018-10-12,knife,17.0,White,Orem,Utah,False,other,Not fleeing,False,-111.682,40.299
2018-10-14,knife,17.0,Hispanic,Woodville,California,True,attack,Not fleeing,False,-119.197,36.093
2018-10-14,gun,55.0,NG,Alamogordo,New Mexico,False,other,Not fleeing,False,-105.957,32.885
2018-10-14,gun,22.0,Black,Jeffersonville,Ohio,False,attack,Not fleeing,False,-83.542,39.652
2018-10-14,gun,41.0,White,Hall County,Georgia,False,attack,Not fleeing,False,-83.741,34.265
2018-10-15,gun,58.0,Hispanic,Hilltop,Ohio,False,attack,NG,False,-83.064,39.947
2018-10-16,vehicle,45.0,NG,Tacoma,Washington,False,attack,Not fleeing,False,-122.41,47.238
2018-10-17,gun,29.0,White,Longview,Washington,False,attack,Foot,False,-122.931,46.117
2018-10-17,gun,19.0,Black,Memphis,Tennessee,False,attack,Foot,False,-89.884,35.078
2018-10-17,unarmed,18.0,Black,San Antonio,Texas,False,other,Not fleeing,False,-98.528,29.44
2018-10-17,knife,35.0,NG,Quinlan,Texas,False,other,Not fleeing,False,-96.126,32.918
2018-10-17,knife,61.0,White,Kearns,Utah,False,other,NG,False,-111.997,40.648
2018-10-18,gun,18.0,White,Wheat Ridge,Colorado,False,attack,Other,False,-105.11,39.786
2018-10-18,vehicle,23.0,White,Salt Lake City,Utah,False,other,Car,False,-111.878,40.763
2018-10-18,vehicle,38.0,White,Elkhorn,Wisconsin,False,attack,Car,False,-88.543,42.723
2018-10-18,NG,19.0,Black,Vineland,New Jersey,False,other,Not fleeing,False,-75.044,39.451
2018-10-18,toy gun,63.0,Black,Monroe,Georgia,True,attack,Not fleeing,False,-83.711,33.804
2018-10-18,gun,27.0,NG,Cartersville,Georgia,False,attack,Not fleeing,False,-112.152,-112.152
2018-10-19,vehicle,21.0,Black,Miami,Florida,False,attack,Car,False,-80.203,25.948
2018-10-19,knife,25.0,White,Brockton,Massachusetts,True,other,Not fleeing,False,-112.152,-112.152
2018-10-20,gun,35.0,White,Paris,Texas,False,attack,Not fleeing,False,-95.536,33.662
2018-10-20,gun,50.0,White,Spanaway,Washington,False,other,Not fleeing,False,-122.438,47.111
2018-10-20,gun,34.0,White,Darlington County,South Carolina,False,attack,Not fleeing,True,-80.221,34.365
2018-10-21,gun,35.0,Black,Washington,North Carolina,False,other,Not fleeing,True,-77.056,35.556
2018-10-21,NG,35.0,NG,Quincy,Florida,False,undetermined,Car,False,-84.591,30.588
2018-10-22,knife,26.0,White,Riverton,Utah,True,attack,Not fleeing,False,-111.931,40.537
2018-10-22,unknown weapon,61.0,White,Newport,Tennessee,False,attack,Not fleeing,False,-83.182,36.073
2018-10-22,sharp object,18.0,Black,Snellville,Georgia,False,other,Not fleeing,False,-112.152,-112.152
2018-10-23,gun,37.0,Not Hispanic,Tulsa,Oklahoma,False,attack,Not fleeing,False,-95.923,36.148
2018-10-23,NG,27.0,White,Davenport,Iowa,False,other,Car,True,-90.572,41.587
2018-10-23,unarmed,24.0,White,Alderwood Manor,Washington,False,attack,Car,False,-122.239,47.824
2018-10-23,gun,37.0,Hispanic,Pittsburg,California,False,attack,Car,True,-121.888,38.029
2018-10-24,gun,45.0,NG,Detroit,Michigan,False,other,Not fleeing,True,-83.19,42.351
2018-10-25,gun,28.0,Black,St. Louis,Missouri,False,attack,Not fleeing,False,-90.219,38.773
2018-10-27,unknown weapon,44.0,American Native,Las Vegas,Nevada,True,other,Not fleeing,True,-115.215,36.05
2018-10-27,gun,30.0,Black,Houston,Texas,True,attack,Not fleeing,False,-95.177,30.055
2018-10-29,Taser,30.0,Black,Hollywood,California,False,other,Not fleeing,True,-118.327,34.098
2018-10-29,gun,34.0,White,South Lake Tahoe,California,False,attack,Car,False,-112.152,-112.152
2018-10-29,gun,27.0,Hispanic,Phoenix,Arizona,False,attack,Car,False,-112.152,-112.152
2018-10-29,vehicle,28.0,Black,Parkville,Maryland,False,attack,Car,False,-76.565,39.373
2018-10-29,toy gun,42.0,White,Jackson,Georgia,True,attack,Not fleeing,False,-84.027,33.174
2018-10-31,gun,32.0,White,Port Orange,Florida,False,attack,Not fleeing,True,-81.031,29.106
2018-10-31,gun,24.0,Black,Jacksonville,Florida,False,other,Foot,False,-81.686,30.372
2018-10-31,toy gun,17.0,Hispanic,Houston,Texas,False,attack,Car,True,-95.53,30.027
2018-10-31,vehicle,26.0,Hispanic,North Las Vegas,Nevada,False,attack,Car,False,-115.105,36.195
2018-11-02,unarmed,35.0,Black,Idaho Falls,Idaho,False,attack,Foot,False,-112.032,43.498
2018-11-02,knife,25.0,White,Charleston,West Virginia,False,attack,Not fleeing,False,-81.666,38.378
2018-11-03,gun,65.0,NG,Bandon,Oregon,True,attack,Not fleeing,False,-124.415,43.089
2018-11-03,vehicle,33.0,Black,Danville,California,True,other,Not fleeing,True,-121.999,37.823
2018-11-03,unknown weapon,25.0,American Native,Shelby Township,Michigan,False,other,Not fleeing,False,-112.152,-112.152
2018-11-04,gun,29.0,Black,St. Clair Shores,Michigan,False,attack,Foot,False,-82.898,42.496
2018-11-04,gun,18.0,Hispanic,Albuquerque,New Mexico,False,other,Not fleeing,False,-106.569,35.058
2018-11-04,vehicle,19.0,White,Clear Creek Canyon,Colorado,False,attack,Car,False,-105.043,39.797
2018-11-04,unarmed,39.0,Hispanic,Laramie,Wyoming,True,other,Foot,False,-112.152,-112.152
2018-11-05,gun,61.0,White,Glen Burnie,Maryland,False,attack,Not fleeing,False,-76.651,39.194
2018-11-05,gun,36.0,White,Cocke County,Tennessee,True,attack,Not fleeing,False,-83.224,35.939
2018-11-05,gun,72.0,White,Port Charlotte,Florida,True,attack,Not fleeing,False,-82.069,26.96
2018-11-05,sharp object,48.0,American Native,Camp Croft,South Carolina,True,attack,Not fleeing,False,-81.87,34.882
2018-11-06,gun,67.0,NG,St. Cloud,Florida,True,attack,Not fleeing,False,-112.152,-112.152
2018-11-07,gun,68.0,NG,Corona,California,False,attack,Not fleeing,False,-117.517,33.899
2018-11-07,gun,35.0,NG,San Antonio,Texas,False,attack,Not fleeing,False,-98.49,29.424
2018-11-08,gun,34.0,Hispanic,Charleston View,California,False,attack,Foot,False,-112.152,-112.152
2018-11-09,knife,36.0,Black,Minneapolis,Minnesota,True,other,Not fleeing,True,-93.304,45.022
2018-11-09,miscellaneous lethal weapons,33.0,White,Ogden,Utah,False,attack,Car,False,-112.152,-112.152
2018-11-09,unarmed,30.0,White,Salt Lake City,Utah,False,undetermined,Car,True,-111.946,40.787
2018-11-09,gun,61.0,White,Shakopee,Minnesota,False,attack,Not fleeing,False,-93.531,44.791
2018-11-10,gun,41.0,Black,Clarksdale,Mississippi,False,attack,Not fleeing,False,-90.572,34.207
2018-11-11,unarmed,52.0,White,Wagoner,Oklahoma,False,other,Not fleeing,False,-95.378,35.958
2018-11-11,gun,26.0,Black,Robbins,Illinois,False,other,Not fleeing,False,-87.692,41.649
2018-11-11,gun,35.0,Hispanic,Hemet,California,False,attack,Foot,False,-112.152,-112.152
2018-11-12,knife,39.0,White,Mantoloking,New Jersey,False,attack,Not fleeing,False,-74.048,40.057
2018-11-12,gun,36.0,American Native,Catoosa,Oklahoma,False,other,Not fleeing,False,-95.636,36.163
2018-11-12,gun,47.0,Black,Oklahoma City,Oklahoma,False,undetermined,Other,False,-112.152,-112.152
2018-11-12,knife,35.0,Hispanic,Alpine,California,False,other,Not fleeing,True,-116.757,32.836
2018-11-12,gun,25.0,Hispanic,Chattanooga,Tennessee,False,attack,Not fleeing,False,-85.283,34.986
2018-11-12,knife,63.0,White,Fresno,California,True,attack,Not fleeing,True,-119.78,36.862
2018-11-13,unknown weapon,24.0,Black,Phoenix,Arizona,False,attack,Car,False,-112.203,33.524
2018-11-13,gun,38.0,Hispanic,Pratt,Kansas,True,attack,Not fleeing,False,-98.739,37.651
2018-11-14,gun,22.0,Black,Wythe County,Virginia,False,attack,Not fleeing,False,-80.949,36.95
2018-11-14,gun,59.0,White,Auburn,Massachusetts,False,attack,Not fleeing,False,-71.842,42.206
2018-11-14,knife,55.0,NG,Haynesville,Alabama,False,attack,Not fleeing,False,-112.152,-112.152
2018-11-14,knife,29.0,White,Spartanburg,South Carolina,False,attack,Not fleeing,False,-112.152,-112.152
2018-11-15,gun,18.0,Black,Centennial,Colorado,False,other,Not fleeing,False,-104.876,39.595
2018-11-15,sharp object,29.0,Hispanic,Hayward,California,True,other,Not fleeing,False,-122.078,37.663
2018-11-15,knife,25.0,Black,Augusta,Georgia,True,attack,Not fleeing,False,-82.083,33.48
2018-11-15,deadly blunt objects,48.0,White,Paradise,California,True,other,Car,False,-121.56,39.65
2018-11-15,gun,60.0,White,Demopolis,Alabama,False,attack,Not fleeing,False,-112.152,-112.152
2018-11-16,gun,35.0,NG,Houston,Texas,False,attack,Not fleeing,False,-95.525,29.86
2018-11-17,gun,49.0,White,Missoula,Montana,True,attack,Not fleeing,False,-114.004,46.857
2018-11-17,vehicle,27.0,Black,Fort Pierce,Florida,False,attack,Car,False,-80.397,27.417
2018-11-18,gun,35.0,NG,Los Angeles,California,False,attack,Not fleeing,False,-118.245,33.951
2018-11-19,gun,65.0,White,Indianapolis,Indiana,False,attack,Not fleeing,False,-86.184,39.676
2018-11-19,vehicle,41.0,White,Meridian,Idaho,False,attack,Car,False,-116.394,43.598
2018-11-20,gun,71.0,NG,Phoenix,Arizona,False,attack,Not fleeing,False,-112.152,-112.152
2018-11-20,vehicle,33.0,Black,Magnolia,Arkansas,False,attack,Not fleeing,False,-93.232,33.257
2018-11-21,knife,22.0,White,Stillwater,Minnesota,True,other,Not fleeing,True,-92.808,45.045
2018-11-21,gun,52.0,White,Franklinton,Ohio,True,other,Not fleeing,False,-112.152,-112.152
2018-11-21,gun,42.0,White,Lincoln Township,Michigan,True,attack,Not fleeing,False,-84.889,43.951
2018-11-21,gun,48.0,Black,Talladega,Alabama,False,attack,Not fleeing,False,-112.152,-112.152
2018-11-21,knife,24.0,Hispanic,Bell Gardens,California,False,attack,Not fleeing,False,-118.16,33.974
2018-11-21,NG,35.0,NG,Pasadena,Texas,False,attack,Foot,False,-112.152,-112.152
2018-11-22,gun,21.0,Black,Hoover,Alabama,False,other,Not fleeing,False,-86.811,33.377
2018-11-22,sharp object,20.0,White,Palmer,Alaska,False,other,Foot,False,-112.152,-112.152
2018-11-22,gun,59.0,White,Gunnison County,Colorado,False,attack,Not fleeing,False,-112.152,-112.152
2018-11-23,gun,46.0,White,Bremen,Kentucky,False,attack,Not fleeing,False,-87.219,37.361
2018-11-23,gun,23.0,Black,Detroit,Michigan,False,attack,Not fleeing,False,-83.124,42.337
2018-11-24,vehicle,32.0,Hispanic,South Salt Lake,Utah,True,attack,Car,False,-112.152,-112.152
2018-11-26,knife,23.0,NG,South Knoxville,Tennessee,True,attack,Not fleeing,False,-112.152,-112.152
2018-11-27,gun,19.0,White,Centennial,Colorado,False,attack,Car,True,-104.877,39.579
2018-11-27,gun,64.0,White,Clinton,Utah,True,attack,Not fleeing,False,-112.055,41.146
2018-11-27,vehicle,35.0,Black,Topeka,Kansas,False,attack,Car,False,-95.661,39.072
2018-11-27,knife,41.0,White,Virginia,Minnesota,False,attack,NG,False,-92.535,47.521
2018-11-27,gun,42.0,American Native,Honolulu,Hawaii,True,attack,Not fleeing,False,-112.152,-112.152
2018-11-28,gun,35.0,NG,Lakewood,Colorado,False,attack,Foot,False,-105.054,39.737
2018-11-28,gun,35.0,White,Louisville,Kentucky,False,attack,NG,True,-85.572,38.167
2018-11-28,vehicle,33.0,Hispanic,Vancouver,Washington,False,attack,Car,False,-122.561,45.674
2018-11-29,gun,32.0,Not Hispanic,Bemidji,Minnesota,False,other,Not fleeing,True,-94.896,47.498
